ad_id,sub_bucket,race_of_focus
CR105810883023732736,1,PRES
CR10583005575774208,1,PRES
CR10583280453681152,1,PRES
CR105862285192331264,1,PRES
CR105872455674888192,1,PRES
CR105882626157445120,1,PRES
CR105888948349304832,1,PRES
CR105892521762095104,1,PRES
CR105898569076047872,1,PRES
CR10590977035075584,1,PRES
CR105930729791160320,1,PRES
CR105931829302788096,1,PRES
CR105932104180695040,1,PRES
CR105956293436506112,1,PRES
CR105962890506272768,1,PRES
CR105963715139993600,1,PRES
CR105983231471386624,1,PRES
CR106008520238825472,1,PRES
CR106010169506267136,1,PRES
CR106033259250450432,1,PRES
CR106034083884171264,1,PRES
CR106040406076030976,1,PRES
CR106052775581843456,1,PRES
CR106053600215564288,1,PRES
CR106068443622539264,1,PRES
CR106092358000443392,1,PRES
CR106104452628348928,1,PRES
CR106123968959741952,1,PRES
CR106134689198112768,1,PRES
CR106145134558576640,1,PRES
CR106173721860898816,1,PRES
CR106180318930665472,1,PRES
CR106181143564386304,1,PRES
CR106187740634152960,1,PRES
CR10619289459490816,1,PRES
CR106194337703919616,1,PRES
CR10619839215304704,1,PRES
CR106213304279498752,1,PRES
CR106216877692289024,1,PRES
CR106218526959730688,1,PRES
CR106228697442287616,1,PRES
CR106239692558565376,1,PRES
CR106253711331819520,1,PRES
CR106254810843447296,1,PRES
CR106264706448097280,1,PRES
CR106279824732979200,1,PRES
CR106283947901583360,1,PRES
CR106286971558559744,1,PRES
CR106294668139954176,1,PRES
CR106305663256231936,1,PRES
CR106314459349254144,1,PRES
CR106315558860881920,1,PRES
CR106335075192274944,1,PRES
CR1063433902489600,1,PRES
CR106345795430645760,1,PRES
CR106346620064366592,1,PRES
CR106349918599249920,1,PRES
CR106360638837620736,1,PRES
CR106363937372504064,1,PRES
CR106391425163198464,1,PRES
CR106424685389938688,1,PRES
CR106425235145752576,1,PRES
CR106467566343421952,1,PRES
CR106469215610863616,1,PRES
CR10652549686231040,1,PRES
CR10652824564137984,1,PRES
CR106569820924805120,1,PRES
CR106576143116664832,1,PRES
CR106580266285268992,1,PRES
CR106596209203871744,1,PRES
CR106616550168985600,1,PRES
CR106638540401541120,1,PRES
CR106655307953864704,1,PRES
CR106706160366649344,1,PRES
CR106706710122463232,1,PRES
CR106737221570134016,1,PRES
CR106737771325947904,1,PRES
CR106741069860831232,1,PRES
CR106750690587574272,1,PRES
CR106756463023620096,1,PRES
CR106757287657340928,1,PRES
CR106777078866640896,1,PRES
CR106781476913152000,1,PRES
CR106787249349197824,1,PRES
CR106787524227104768,1,PRES
CR106791647395708928,1,PRES
CR106796045442220032,1,PRES
CR106799343977103360,1,PRES
CR106817211041054720,1,PRES
CR106819135186403328,1,PRES
CR106820784453844992,1,PRES
CR106827656401518592,1,PRES
CR106843049564307456,1,PRES
CR106846622977097728,1,PRES
CR106862016139886592,1,PRES
CR106862840773607424,1,PRES
CR106868888087560192,1,PRES
CR106871087110815744,1,PRES
CR106902972948021248,1,PRES
CR106918091232903168,1,PRES
CR106984886564290560,1,PRES
CR106987635343360000,1,PRES
CR106989559488708608,1,PRES
CR106995331924754432,1,PRES
CR10699553808318464,1,PRES
CR106998355581730816,1,PRES
CR107026118250332160,1,PRES
CR107028042395680768,1,PRES
CR107038762634051584,1,PRES
CR107055255308468224,1,PRES
CR107087141145673728,1,PRES
CR107095112604975104,1,PRES
CR107108306744508416,1,PRES
CR107125898930552832,1,PRES
CR107129197465436160,1,PRES
CR107168505006129152,1,PRES
CR107194618407288832,1,PRES
CR107198466697986048,1,PRES
CR107205338645659648,1,PRES
CR10723193308315648,1,PRES
CR107241347651469312,1,PRES
CR107267735930535936,1,PRES
CR107269110320070656,1,PRES
CR107279830558441472,1,PRES
CR107299896645648384,1,PRES
CR107305119325880320,1,PRES
CR107309242494484480,1,PRES
CR107309792250298368,1,PRES
CR107310616884019200,1,PRES
CR107317213953785856,1,PRES
CR107320787366576128,1,PRES
CR10732539157151744,1,PRES
CR107335630773551104,1,PRES
CR10733913546686464,1,PRES
CR107349374668898304,1,PRES
CR107354597349130240,1,PRES
CR107383459529359360,1,PRES
CR107404350250287104,1,PRES
CR107405999517728768,1,PRES
CR107409847808425984,1,PRES
CR107411771953774592,1,PRES
CR107451079494467584,1,PRES
CR107490112157253632,1,PRES
CR107503031418880000,1,PRES
CR107526945796784128,1,PRES
CR107531343843295232,1,PRES
CR10753979633893376,1,PRES
CR107542613837479936,1,PRES
CR107547836517711872,1,PRES
CR10754804267614208,1,PRES
CR107582196256079872,1,PRES
CR107586319424684032,1,PRES
CR107590442593288192,1,PRES
CR107590717471195136,1,PRES
CR10759202314125312,1,PRES
CR107620954040958976,1,PRES
CR107650091099095040,1,PRES
CR10765524505985024,1,PRES
CR107665209383976960,1,PRES
CR107672081331650560,1,PRES
CR107689948395601920,1,PRES
CR107691322785136640,1,PRES
CR107707815459553280,1,PRES
CR107760317139779584,1,PRES
CR107761691529314304,1,PRES
CR107764440308383744,1,PRES
CR107773786157219840,1,PRES
CR107779833471172608,1,PRES
CR107805671994425344,1,PRES
CR107811719308378112,1,PRES
CR107812818820005888,1,PRES
CR107830685883957248,1,PRES
CR107832060273491968,1,PRES
CR10783391569936384,1,PRES
CR107837557831630848,1,PRES
CR107854050506047488,1,PRES
CR10790813273423872,1,PRES
CR107925243883945984,1,PRES
CR107925518761852928,1,PRES
CR107967300203708416,1,PRES
CR107968674593243136,1,PRES
CR107972797761847296,1,PRES
CR107984892389752832,1,PRES
CR108003309209518080,1,PRES
CR108003584087425024,1,PRES
CR108004408721145856,1,PRES
CR108016778226958336,1,PRES
CR108027223587422208,1,PRES
CR108049488697884672,1,PRES
CR10805656680398848,1,PRES
CR108114359883923456,1,PRES
CR10814177895514112,1,PRES
CR108144046697873408,1,PRES
CR108149544256012288,1,PRES
CR108164662540894208,1,PRES
CR108167961075777536,1,PRES
CR108181430093217792,1,PRES
CR108217713976934400,1,PRES
CR108223486412980224,1,PRES
CR108235031285071872,1,PRES
CR108254547616464896,1,PRES
CR108258945662976000,1,PRES
CR108285059064135680,1,PRES
CR108285608819949568,1,PRES
CR108286708331577344,1,PRES
CR108291656133902336,1,PRES
CR108320243436224512,1,PRES
CR108324641482735616,1,PRES
CR108333437575757824,1,PRES
CR10835893250162688,1,PRES
CR108364773657149440,1,PRES
CR108374944139706368,1,PRES
CR10837817395511296,1,PRES
CR108385939255984128,1,PRES
CR108395010226913280,1,PRES
CR108426071430397952,1,PRES
CR108451085319929856,1,PRES
CR108468127750160384,1,PRES
CR108468402628067328,1,PRES
CR108496989930389504,1,PRES
CR108502487488528384,1,PRES
CR108509634314108928,1,PRES
CR108520904308293632,1,PRES
CR108527226500153344,1,PRES
CR108541795029221376,1,PRES
CR1085424135045120,1,PRES
CR108546467953639424,1,PRES
CR108556363558289408,1,PRES
CR108579728180379648,1,PRES
CR108580277936193536,1,PRES
CR108611064261771264,1,PRES
CR10861456895508480,1,PRES
CR10864755430391808,1,PRES
CR108650096924557312,1,PRES
CR10865854942019584,1,PRES
CR108676485203623936,1,PRES
CR108681707883855872,1,PRES
CR108698475436179456,1,PRES
CR108707271529201664,1,PRES
CR108717991767572480,1,PRES
CR108718816401293312,1,PRES
CR108727612494315520,1,PRES
CR108742730779197440,1,PRES
CR108745479558266880,1,PRES
CR108751801750126592,1,PRES
CR108761697354776576,1,PRES
CR108767469790822400,1,PRES
CR108775991005937664,1,PRES
CR108780663930355712,1,PRES
CR108783962465239040,1,PRES
CR108797981238493184,1,PRES
CR108808151721050112,1,PRES
CR108821895616397312,1,PRES
CR108832066098954240,1,PRES
CR108837838535000064,1,PRES
CR108848833651277824,1,PRES
CR108853231697788928,1,PRES
CR108860103645462528,1,PRES
CR108883193389645824,1,PRES
CR108902434843131904,1,PRES
CR108905458500108288,1,PRES
CR108957960180334592,1,PRES
CR108958784814055424,1,PRES
CR108959884325683200,1,PRES
CR108968680418705408,1,PRES
CR108985447971028992,1,PRES
CR108988746505912320,1,PRES
CR108999466744283136,1,PRES
CR109009087471026176,1,PRES
CR109029153558233088,1,PRES
CR109036025505906688,1,PRES
CR109052518180323328,1,PRES
CR109098697668689920,1,PRES
CR109108318395432960,1,PRES
CR109129209116360704,1,PRES
CR109149824959381504,1,PRES
CR10915058087362560,1,PRES
CR109159995441938432,1,PRES
CR109163568854728704,1,PRES
CR109174014215192576,1,PRES
CR109181161040773120,1,PRES
CR109191881279143936,1,PRES
CR109206449808211968,1,PRES
CR10921105401315328,1,PRES
CR1092296082718720,1,PRES
CR109239984912859136,1,PRES
CR109246032226811904,1,PRES
CR109247131738439680,1,PRES
CR109281766354714624,1,PRES
CR109283965377970176,1,PRES
CR109289737814016000,1,PRES
CR10929901494337536,1,PRES
CR109300732930293760,1,PRES
CR109309803901222912,1,PRES
CR109310353657036800,1,PRES
CR109324647308197888,1,PRES
CR10932925151313920,1,PRES
CR109354059244240896,1,PRES
CR109358732168658944,1,PRES
CR109380172645400576,1,PRES
CR109390892883771392,1,PRES
CR109411233848885248,1,PRES
CR109437347250044928,1,PRES
CR109501668680269824,1,PRES
CR109512663796547584,1,PRES
CR109514313063989248,1,PRES
CR109520635255848960,1,PRES
CR10952441482706944,1,PRES
CR109536853052358656,1,PRES
CR109551421581426688,1,PRES
CR109552521093054464,1,PRES
CR10956014895497216,1,PRES
CR109562416697704448,1,PRES
CR109578084738400256,1,PRES
CR109587155709329408,1,PRES
CR109591278877933568,1,PRES
CR109606122284908544,1,PRES
CR109614368622116864,1,PRES
CR109628112517464064,1,PRES
CR109635534220951552,1,PRES
CR109653676162809856,1,PRES
CR109691334436061184,1,PRES
CR109692433947688960,1,PRES
CR109697381750013952,1,PRES
CR109733940511637504,1,PRES
CR109739712947683328,1,PRES
CR109744110994194432,1,PRES
CR109750158308147200,1,PRES
CR1097518762950656,1,PRES
CR109783143656980480,1,PRES
CR109802385110466560,1,PRES
CR109802934866280448,1,PRES
CR109808982180233216,1,PRES
CR109813105348837376,1,PRES
CR109841967529066496,1,PRES
CR109844716308135936,1,PRES
CR10985426831540224,1,PRES
CR109863682883715072,1,PRES
CR109877701656969216,1,PRES
CR109883474093015040,1,PRES
CR109883748970921984,1,PRES
CR109909587494174720,1,PRES
CR109912886029058048,1,PRES
CR109923881145335808,1,PRES
CR109942847720914944,1,PRES
CR109952468447657984,1,PRES
CR109974733558120448,1,PRES
CR110009643052302336,1,PRES
CR110028609627881472,1,PRES
CR11003293895491584,1,PRES
CR11004668285026304,1,PRES
CR110051424494157824,1,PRES
CR110083860087177216,1,PRES
CR110092656180199424,1,PRES
CR110099803005779968,1,PRES
CR110104475930198016,1,PRES
CR110145157860425728,1,PRES
CR110154778587168768,1,PRES
CR110156977610424320,1,PRES
CR110205356122046464,1,PRES
CR110220474406928384,1,PRES
CR110223223185997824,1,PRES
CR110224597575532544,1,PRES
CR110301563389476864,1,PRES
CR110302662901104640,1,PRES
CR110307060947615744,1,PRES
CR11030781686185984,1,PRES
CR110313108261568512,1,PRES
CR110313383139475456,1,PRES
CR110352965558075392,1,PRES
CR110376055302258688,1,PRES
CR110392547976675328,1,PRES
CR110396671145279488,1,PRES
CR110416462354579456,1,PRES
CR110417836744114176,1,PRES
CR110421410156904448,1,PRES
CR110437627953414144,1,PRES
CR110445324534808576,1,PRES
CR11044800459440128,1,PRES
CR110454945261551616,1,PRES
CR110459893063876608,1,PRES
CR110475835982479360,1,PRES
CR110476110860386304,1,PRES
CR110476935494107136,1,PRES
CR110497551337127936,1,PRES
CR110503598651080704,1,PRES
CR110506897185964032,1,PRES
CR110512119866195968,1,PRES
CR110512669622009856,1,PRES
CR110543181069680640,1,PRES
CR110544005703401472,1,PRES
CR110556375209213952,1,PRES
CR110557199842934784,1,PRES
CR110572043249909760,1,PRES
CR110586336901070848,1,PRES
CR110599256162697216,1,PRES
CR110618772494090240,1,PRES
CR110644336139436032,1,PRES
CR110646810040598528,1,PRES
CR110647634674319360,1,PRES
CR11066515814088704,1,PRES
CR110678420999897088,1,PRES
CR110682819046408192,1,PRES
CR110689141238267904,1,PRES
CR110716903906869248,1,PRES
CR110722126587101184,1,PRES
CR110728723656867840,1,PRES
CR110732022191751168,1,PRES
CR110743292185935872,1,PRES
CR110748789744074752,1,PRES
CR110752912912678912,1,PRES
CR11075586785017856,1,PRES
CR110779301191745536,1,PRES
CR110789196796395520,1,PRES
CR110796343621976064,1,PRES
CR110802390935928832,1,PRES
CR110808163371974656,1,PRES
CR110831253116157952,1,PRES
CR110853518226620416,1,PRES
CR110858740906852352,1,PRES
CR110860665052200960,1,PRES
CR110867811877781504,1,PRES
CR110875783337082880,1,PRES
CR110880731139407872,1,PRES
CR110895024790568960,1,PRES
CR110900522348707840,1,PRES
CR110928285017309184,1,PRES
CR110928834773123072,1,PRES
CR110930209162657792,1,PRES
CR110968692069629952,1,PRES
CR110972815238234112,1,PRES
CR110994530592882688,1,PRES
CR110998378883579904,1,PRES
CR111010748389392384,1,PRES
CR111017895214972928,1,PRES
CR111038785935900672,1,PRES
CR111039885447528448,1,PRES
CR111049781052178432,1,PRES
CR111055553488224256,1,PRES
CR111066548604502016,1,PRES
CR111099533953335296,1,PRES
CR111099808831242240,1,PRES
CR111123448331239424,1,PRES
CR111134718325424128,1,PRES
CR111134993203331072,1,PRES
CR111139391249842176,1,PRES
CR111144339052167168,1,PRES
CR111158907581235200,1,PRES
CR111162206116118528,1,PRES
CR111176499767279616,1,PRES
CR111183646592860160,1,PRES
CR111189419028905984,1,PRES
CR111190518540533760,1,PRES
CR111201238778904576,1,PRES
CR111211684139368448,1,PRES
CR111220480232390656,1,PRES
CR111240546319597568,1,PRES
CR111244669488201728,1,PRES
CR111247693145178112,1,PRES
CR111252640947503104,1,PRES
CR11126164319895552,1,PRES
CR111285076540522496,1,PRES
CR111302943604473856,1,PRES
CR111316137744007168,1,PRES
CR111322734813773824,1,PRES
CR111346374313771008,1,PRES
CR111346649191677952,1,PRES
CR111350222604468224,1,PRES
CR111350497482375168,1,PRES
CR111354895528886272,1,PRES
CR111358194063769600,1,PRES
CR111385681854464000,1,PRES
CR111391729168416768,1,PRES
CR111392004046323712,1,PRES
CR111406022819577856,1,PRES
CR11145405773381632,1,PRES
CR111467595470733312,1,PRES
CR111469794493988864,1,PRES
CR111473367906779136,1,PRES
CR111491234970730496,1,PRES
CR111495633017241600,1,PRES
CR111501955209101312,1,PRES
CR111511026180030464,1,PRES
CR111527243976540160,1,PRES
CR111533566168399872,1,PRES
CR111548409575374848,1,PRES
CR111557480546304000,1,PRES
CR111558854935838720,1,PRES
CR111561603714908160,1,PRES
CR111572323953278976,1,PRES
CR111576447121883136,1,PRES
CR11160249180356608,1,PRES
CR111631972459085824,1,PRES
CR111636645383503872,1,PRES
CR111653962691641344,1,PRES
CR111662758784663552,1,PRES
CR111697943156752384,1,PRES
CR111700966813728768,1,PRES
CR111702066325356544,1,PRES
CR111703990470705152,1,PRES
CR111710037784657920,1,PRES
CR111772435069534208,1,PRES
CR111772709947441152,1,PRES
CR111777382871859200,1,PRES
CR111788652866043904,1,PRES
CR111794700179996672,1,PRES
CR111803496273018880,1,PRES
CR111820813581156352,1,PRES
CR111828785040457728,1,PRES
CR111848026493943808,1,PRES
CR111852974296268800,1,PRES
CR111854073807896576,1,PRES
CR11186637459423232,1,PRES
CR111874689650917376,1,PRES
CR111876888674172928,1,PRES
CR11187736971051008,1,PRES
CR111904376464867328,1,PRES
CR111909324267192320,1,PRES
CR111913447435796480,1,PRES
CR111914272069517312,1,PRES
CR111928565720678400,1,PRES
CR111935437668352000,1,PRES
CR111986564959043584,1,PRES
CR111990138371833856,1,PRES
CR111998934464856064,1,PRES
CR112015427139272704,1,PRES
CR112019275429969920,1,PRES
CR112034393714851840,1,PRES
CR112084971249729536,1,PRES
CR112094042220658688,1,PRES
CR112095691488100352,1,PRES
CR112105312214843392,1,PRES
CR112111359528796160,1,PRES
CR112127302447398912,1,PRES
CR112135273906700288,1,PRES
CR112155065116000256,1,PRES
CR112162486819487744,1,PRES
CR112175680959021056,1,PRES
CR112192723389251584,1,PRES
CR112195747046227968,1,PRES
CR112230931418316800,1,PRES
CR112231756052037632,1,PRES
CR112232305807851520,1,PRES
CR112243026046222336,1,PRES
CR112246049703198720,1,PRES
CR112257044819476480,1,PRES
CR11226769633837056,1,PRES
CR112277385784590336,1,PRES
CR112284807488077824,1,PRES
CR112289480412495872,1,PRES
CR112296902115983360,1,PRES
CR112309271621795840,1,PRES
CR112315318935748608,1,PRES
CR112327688441561088,1,PRES
CR112335659900862464,1,PRES
CR112356275743883264,1,PRES
CR112373043296206848,1,PRES
CR112376341831090176,1,PRES
CR11237764750114816,1,PRES
CR11238589383835648,1,PRES
CR112406028645040128,1,PRES
CR112437639604338688,1,PRES
CR112443961796198400,1,PRES
CR112476397389217792,1,PRES
CR112477222022938624,1,PRES
CR112491240796192768,1,PRES
CR112491515674099712,1,PRES
CR112501411278749696,1,PRES
CR112507733470609408,1,PRES
CR112517629075259392,1,PRES
CR11251783523368960,1,PRES
CR112527524679909376,1,PRES
CR112549514912464896,1,PRES
CR112556386860138496,1,PRES
CR112565182953160704,1,PRES
CR112566007586881536,1,PRES
CR11258380593135616,1,PRES
CR112586898307809280,1,PRES
CR112609438296178688,1,PRES
CR112621532924084224,1,PRES
CR112647921203150848,1,PRES
CR112652044371755008,1,PRES
CR112659466075242496,1,PRES
CR112688328255471616,1,PRES
CR112697124348493824,1,PRES
CR112703996296167424,1,PRES
CR112718289947328512,1,PRES
CR112737531400814592,1,PRES
CR11273773755924480,1,PRES
CR112738630912442368,1,PRES
CR112756497976393728,1,PRES
CR11275972779180032,1,PRES
CR112768592604299264,1,PRES
CR112779862598483968,1,PRES
CR112783985767088128,1,PRES
CR112793606493831168,1,PRES
CR112815046970572800,1,PRES
CR112819719894990848,1,PRES
CR112823843063595008,1,PRES
CR112828241110106112,1,PRES
CR112852155488010240,1,PRES
CR11286693017550848,1,PRES
CR112872496453124096,1,PRES
CR112879368400797696,1,PRES
CR11288067407085568,1,PRES
CR112895861075214336,1,PRES
CR112898609854283776,1,PRES
CR112899434488004608,1,PRES
CR11291365941968896,1,PRES
CR112914552772886528,1,PRES
CR112930220813582336,1,PRES
CR112936543005442048,1,PRES
CR112942315441487872,1,PRES
CR112953035679858688,1,PRES
CR112955784458928128,1,PRES
CR11296863500107776,1,PRES
CR112968978598461440,1,PRES
CR112973926400786432,1,PRES
CR112979973714739200,1,PRES
CR113039347342639104,1,PRES
CR113041271487987712,1,PRES
CR113059963185659904,1,PRES
CR113076730737983488,1,PRES
CR113080853906587648,1,PRES
CR113105318040305664,1,PRES
CR113105592918212608,1,PRES
CR113111640232165376,1,PRES
CR113114114133327872,1,PRES
CR113132530953093120,1,PRES
CR113146824604254208,1,PRES
CR113174587272855552,1,PRES
CR113180084830994432,1,PRES
CR113216093836804096,1,PRES
CR113241382604242944,1,PRES
CR113241932360056832,1,PRES
CR113246330406567936,1,PRES
CR113251278208892928,1,PRES
CR113265296982147072,1,PRES
CR11328474459406336,1,PRES
CR11329024215220224,1,PRES
CR113292784772841472,1,PRES
CR113301580865863680,1,PRES
CR113318623296094208,1,PRES
CR113321646953070592,1,PRES
CR113335665726324736,1,PRES
CR113346935720509440,1,PRES
CR113356556447252480,1,PRES
CR113356831325159424,1,PRES
CR113361229371670528,1,PRES
CR113386793017016320,1,PRES
CR113397788133294080,1,PRES
CR113398887644921856,1,PRES
CR113410707394920448,1,PRES
CR113414005929803776,1,PRES
CR11342218354753536,1,PRES
CR113442318354219008,1,PRES
CR113460185418170368,1,PRES
CR113461284929798144,1,PRES
CR113468156877471744,1,PRES
CR113472280046075904,1,PRES
CR113493170767003648,1,PRES
CR113501691982118912,1,PRES
CR113512687098396672,1,PRES
CR113529179772813312,1,PRES
CR113531928551882752,1,PRES
CR113533577819324416,1,PRES
CR113561065610018816,1,PRES
CR11356512005914624,1,PRES
CR113575909016993792,1,PRES
CR113596799737921536,1,PRES
CR113598174127456256,1,PRES
CR113611918022803456,1,PRES
CR113617140703035392,1,PRES
CR113642154592567296,1,PRES
CR113643528982102016,1,PRES
CR113672391162331136,1,PRES
CR113673490673958912,1,PRES
CR113695480906514432,1,PRES
CR113704276999536640,1,PRES
CR113716646505349120,1,PRES
CR113743034784415744,1,PRES
CR113743859418136576,1,PRES
CR113744958929764352,1,PRES
CR113748257464647680,1,PRES
CR113773546232086528,1,PRES
CR113773821109993472,1,PRES
CR113812029139058688,1,PRES
CR113813403528593408,1,PRES
CR113844189854171136,1,PRES
CR113851336679751680,1,PRES
CR113868928865796096,1,PRES
CR113870303255330816,1,PRES
CR11387298331492352,1,PRES
CR11388122965213184,1,PRES
CR113883772272771072,1,PRES
CR113914558598348800,1,PRES
CR113921705423929344,1,PRES
CR11393895401259008,1,PRES
CR113949742970437632,1,PRES
CR113954141016948736,1,PRES
CR113965136133226496,1,PRES
CR113966235644854272,1,PRES
CR11396644180328448,1,PRES
CR114015988546011136,1,PRES
CR114025334394847232,1,PRES
CR11403241250095104,1,PRES
CR114055570964611072,1,PRES
CR114055845842518016,1,PRES
CR114056120720424960,1,PRES
CR114066840958795776,1,PRES
CR11407639296606208,1,PRES
CR114081409487863808,1,PRES
CR114096802650652672,1,PRES
CR114104499232047104,1,PRES
CR114105873621581824,1,PRES
CR114106973133209600,1,PRES
CR114119067761115136,1,PRES
CR114135010679717888,1,PRES
CR114138858970415104,1,PRES
CR114165247249481728,1,PRES
CR114171844319248384,1,PRES
CR114174867976224768,1,PRES
CR114180090656456704,1,PRES
CR11418909290790912,1,PRES
CR114202355766919168,1,PRES
CR114215549906452480,1,PRES
CR114230943069241344,1,PRES
CR114245236720402432,1,PRES
CR11426880750092288,1,PRES
CR114278222069235712,1,PRES
CR11428530017533952,1,PRES
CR114285643772723200,1,PRES
CR114296913766907904,1,PRES
CR114305984737837056,1,PRES
CR114306534493650944,1,PRES
CR114316704976207872,1,PRES
CR114332647894810624,1,PRES
CR114337595697135616,1,PRES
CR114338420330856448,1,PRES
CR114342818377367552,1,PRES
CR11435676843114496,1,PRES
CR11437600988463104,1,PRES
CR114377178115735552,1,PRES
CR114385699330850816,1,PRES
CR114400542737825792,1,PRES
CR114407964441313280,1,PRES
CR114412362487824384,1,PRES
CR114420608825032704,1,PRES
CR114427480772706304,1,PRES
CR114438201011077120,1,PRES
CR114442599057588224,1,PRES
CR114451395150610432,1,PRES
CR114454418807586816,1,PRES
CR114461565633167360,1,PRES
CR11446671959392256,1,PRES
CR114467338069213184,1,PRES
CR114478333185490944,1,PRES
CR114491252447117312,1,PRES
CR114497849516883968,1,PRES
CR114522038772695040,1,PRES
CR114539905836646400,1,PRES
CR114557223144783872,1,PRES
CR11458491709390848,1,PRES
CR114598179952918528,1,PRES
CR114608075557568512,1,PRES
CR114619070673846272,1,PRES
CR114629790912217088,1,PRES
CR114631989935472640,1,PRES
CR114641885540122624,1,PRES
CR114643534807564288,1,PRES
CR114662776261050368,1,PRES
CR114672671865700352,1,PRES
CR114680643325001728,1,PRES
CR114683941859885056,1,PRES
CR114719950865694720,1,PRES
CR114727922324996096,1,PRES
CR114729846470344704,1,PRES
CR114735893784297472,1,PRES
CR114739742074994688,1,PRES
CR114740291830808576,1,PRES
CR114748813045923840,1,PRES
CR114758983528480768,1,PRES
CR114762007185457152,1,PRES
CR114769428888944640,1,PRES
CR11478008040783872,1,PRES
CR114789494976151552,1,PRES
CR114793068388941824,1,PRES
CR114794167900569600,1,PRES
CR11482955843108864,1,PRES
CR114835674464518144,1,PRES
CR114845295191261184,1,PRES
CR114879654929629184,1,PRES
CR114884877609861120,1,PRES
CR114890924923813888,1,PRES
CR114899446138929152,1,PRES
CR114904668819161088,1,PRES
CR114909066865672192,1,PRES
CR114911265888927744,1,PRES
CR114920061981949952,1,PRES
CR114923360516833280,1,PRES
CR114947000016830464,1,PRES
CR114954146842411008,1,PRES
CR114954421720317952,1,PRES
CR114973113417990144,1,PRES
CR114980535121477632,1,PRES
CR114990430726127616,1,PRES
CR115009947057520640,1,PRES
CR115014894859845632,1,PRES
CR11502197296594944,1,PRES
CR115040458505191424,1,PRES
CR115052003377283072,1,PRES
CR115075642877280256,1,PRES
CR115075917755187200,1,PRES
CR11509344122175488,1,PRES
CR115102855790067712,1,PRES
CR115111651883089920,1,PRES
CR115124021388902400,1,PRES
CR115130068702855168,1,PRES
CR115131168214482944,1,PRES
CR115149310156341248,1,PRES
CR115150409667969024,1,PRES
CR115161129906339840,1,PRES
CR11516765825662976,1,PRES
CR115171025510989824,1,PRES
CR115186418673778688,1,PRES
CR115190541842382848,1,PRES
CR115191091598196736,1,PRES
CR115198513301684224,1,PRES
CR11520064360546304,1,PRES
CR115220503534239744,1,PRES
CR115225176458657792,1,PRES
CR115276303749349376,1,PRES
CR115291147156324352,1,PRES
CR115294170813300736,1,PRES
CR115304066417950720,1,PRES
CR115321933481902080,1,PRES
CR115322758115622912,1,PRES
CR115332378842365952,1,PRES
CR115335677377249280,1,PRES
CR11534358011707392,1,PRES
CR115343648836550656,1,PRES
CR115345572981899264,1,PRES
CR1153593855967232,1,PRES
CR115361515900502016,1,PRES
CR115371411505152000,1,PRES
CR115376359307476992,1,PRES
CR115376634185383936,1,PRES
CR115385705156313088,1,PRES
CR115412643191193600,1,PRES
CR115431884644679680,1,PRES
CR115441230493515776,1,PRES
CR115442604883050496,1,PRES
CR115453874877235200,1,PRES
CR115474215842349056,1,PRES
CR11548376784961536,1,PRES
CR115494281929555968,1,PRES
CR115507201191182336,1,PRES
CR115508850458624000,1,PRES
CR115511874115600384,1,PRES
CR115514348016762880,1,PRES
CR115531390446993408,1,PRES
CR115552556045828096,1,PRES
CR115571247743500288,1,PRES
CR115572622133035008,1,PRES
CR115573171888848896,1,PRES
CR115583342371405824,1,PRES
CR115589114807451648,1,PRES
CR115614128696983552,1,PRES
CR115623749423726592,1,PRES
CR115638592830701568,1,PRES
CR115642990877212672,1,PRES
CR115644915022561280,1,PRES
CR115665805743489024,1,PRES
CR115667180133023744,1,PRES
CR11567343360540672,1,PRES
CR11567618238447616,1,PRES
CR115694118167904256,1,PRES
CR115707862063251456,1,PRES
CR115713359621390336,1,PRES
CR115744420824875008,1,PRES
CR11575314819842048,1,PRES
CR115782353976033280,1,PRES
CR11578338476818432,1,PRES
CR115785652510916608,1,PRES
CR115827983708585984,1,PRES
CR115834031022538752,1,PRES
CR115834855656259584,1,PRES
CR115851623208583168,1,PRES
CR115854921743466496,1,PRES
CR115860144423698432,1,PRES
CR115864817348116480,1,PRES
CR115885708069044224,1,PRES
CR115905224400437248,1,PRES
CR115927214632992768,1,PRES
CR115934361458573312,1,PRES
CR115939309260898304,1,PRES
CR115942882673688576,1,PRES
CR11598129686118400,1,PRES
CR11598404564025344,1,PRES
CR11599229197746176,1,PRES
CR115994834598100992,1,PRES
CR11601428221001728,1,PRES
CR116026445557399552,1,PRES
CR116037165795770368,1,PRES
CR116049260423675904,1,PRES
CR11605551389605888,1,PRES
CR116102586737623040,1,PRES
CR116111932586459136,1,PRES
CR116116330632970240,1,PRES
CR116122103069016064,1,PRES
CR116131174039945216,1,PRES
CR116146292324827136,1,PRES
CR116151515005059072,1,PRES
CR116179277673660416,1,PRES
CR116186699377147904,1,PRES
CR11618745529139200,1,PRES
CR116198244249239552,1,PRES
CR116210613755052032,1,PRES
CR116225457162027008,1,PRES
CR116237276912025600,1,PRES
CR116243049348071424,1,PRES
CR116248272028303360,1,PRES
CR116276309574811648,1,PRES
CR116307095900389376,1,PRES
CR116307920534110208,1,PRES
CR116311219068993536,1,PRES
CR116327436865503232,1,PRES
CR116337607348060160,1,PRES
CR116349427098058752,1,PRES
CR116356573923639296,1,PRES
CR1163764338524160,1,PRES
CR116390933662007296,1,PRES
